user_id	opinion	time
9	1	0.005576066
9	1	0.005583725
10	1	0.005591385
11	1	0.005614363
11	1	0.005622022
12	2	0.005629682
12	2	0.005637341
12	1	0.005645001
13	0	0.005667979
13	1	0.005675638
14	1	0.005683298
14	1	0.005690957
15	1	0.005729254
15	1	0.005736914
16	1	0.005759892
16	1	0.005767552
17	1	0.005844146
17	1	0.005851805
18	1	0.005859465
18	1	0.005867124
19	0	0.0059284
19	1	0.005936059
19	1	0.005943719
20	1	0.005951378
1	1	0.00686285
2	1	0.00687051
2	1	0.006878169
3	0	0.006885829
3	1	0.006893488
4	2	0.006901147
4	2	0.006908807
4	0	0.006916466
4	2	0.006924126
4	1	0.006931785
4	1	0.006939445
4	0	0.006947104
5	1	0.006985401
5	1	0.006993061
6	2	0.00700072
6	1	0.007008379
6	1	0.007016039
7	1	0.007023698
7	1	0.007031358
8	1	0.007039017
8	1	0.007046677
9	2	0.007054336
9	1	0.007061995
9	1	0.007069655
10	1	0.007077314
11	0	0.007100293
11	1	0.007107952
11	1	0.007115611
12	1	0.007123271
13	0	0.007146249
13	1	0.007153909
13	1	0.007161568
14	1	0.007169227
15	2	0.007199865
15	1	0.007207525
15	1	0.007215184
16	1	0.007230503
16	1	0.007238162
17	1	0.007291778
17	1	0.007299438
18	1	0.007307097
18	1	0.007314757
19	0	0.00739901
19	1	0.00740667
19	1	0.007414329
20	1	0.007421989
20	1	0.007429648
1	1	0.008310483
1	1	0.008318142
2	1	0.008325802
2	1	0.008333461
3	2	0.00834112
4	2	0.00834878
4	2	0.008356439
4	2	0.008364099
4	1	0.008371758
4	1	0.008379418
4	0	0.008387077
5	1	0.008433034
5	1	0.008440693
6	0	0.008456012
6	2	0.008463671
6	1	0.008471331
6	0	0.00847899
7	1	0.00848665
8	2	0.008494309
8	1	0.008501968
8	1	0.008509628
9	2	0.008517287
9	2	0.008524947
9	1	0.008532606
9	1	0.008540266
10	1	0.008547925
11	1	0.008570903
11	1	0.008578563
12	1	0.008586222
13	0	0.008624519
13	1	0.008632179
13	1	0.008639838
14	1	0.008647498
14	1	0.008655157
15	0	0.008685795
15	2	0.008693454
15	1	0.008701114
15	1	0.008708773
16	1	0.008724092
17	1	0.008770049
17	1	0.008777708
18	2	0.008785367
18	1	0.008793027
18	1	0.008800686
19	0	0.008892599
19	1	0.008900259
19	1	0.008907918
20	1	0.008915578
1	1	0.009895985
1	1	0.009903644
2	1	0.009911304
2	1	0.009918963
3	2	0.009926623
4	2	0.009934282
4	2	0.009941942
4	2	0.009949601
4	2	0.00995726
4	1	0.00996492
4	1	0.009972579
5	2	0.010018536
5	0	0.010026195
5	1	0.010033855
6	0	0.010049174
6	2	0.010056833
6	1	0.010064492
6	1	0.010072152
6	0	0.010079811
8	2	0.010087471
8	1	0.01009513
8	1	0.01010279
9	2	0.010110449
9	2	0.010118108
9	1	0.010125768
9	1	0.010133427
10	1	0.010141087
10	1	0.010148746
11	1	0.010179384
11	1	0.010187043
12	2	0.010194703
12	1	0.010202362
12	1	0.010210022
13	0	0.010255978
13	1	0.010263638
13	1	0.010271297
14	1	0.010278956
14	1	0.010286616
15	1	0.010317254
16	1	0.010332572
17	1	0.010401507
17	1	0.010409167
18	1	0.010416826
18	1	0.010424486
19	2	0.010524058
19	0	0.010531718
19	1	0.010539377
19	1	0.010547037
20	1	0.010585334
20	0	0.010592993
1	1	0.011665314
2	1	0.011672973
3	2	0.011680632
3	1	0.011688292
4	2	0.011695951
4	2	0.011703611
4	2	0.01171127
4	1	0.01171893
4	1	0.011726589
5	2	0.011780205
5	1	0.011787864
5	1	0.011795524
6	2	0.011818502
6	1	0.011826162
6	1	0.011833821
8	1	0.01184148
8	1	0.01184914
9	2	0.011856799
9	2	0.011864459
9	1	0.011872118
9	1	0.011879778
10	2	0.011887437
10	1	0.011895096
11	1	0.011925734
11	1	0.011933394
12	2	0.011941053
12	1	0.011948712
12	1	0.011956372
13	0	0.01198701
13	1	0.011994669
13	1	0.012002328
14	1	0.012009988
14	1	0.012017647
15	1	0.012048285
15	1	0.012055944
16	1	0.012078923
16	1	0.012086582
17	1	0.012155517
17	1	0.012163177
18	1	0.012170836
18	1	0.012178495
19	0	0.012262749
19	1	0.012270409
19	1	0.012278068
20	1	0.012316365
20	1	0.012324025
1	1	0.01332741
2	1	0.013335069
2	1	0.013342729
3	2	0.013350388
3	1	0.013358048
3	1	0.013365707
4	2	0.013373367
4	2	0.013381026
4	2	0.013388685
4	1	0.013396345
4	1	0.013404004
5	2	0.01346528
5	1	0.013472939
5	1	0.013480599
6	1	0.013488258
8	0	0.013495918
8	1	0.013503577
8	1	0.013511236
9	2	0.013518896
9	2	0.013526555
9	0	0.013534215
9	1	0.013541874
9	1	0.013549534
10	2	0.013557193
10	0	0.013564852
10	1	0.013572512
11	1	0.013618468
11	1	0.013626128
12	2	0.013633787
12	1	0.013641447
13	0	0.013672084
13	1	0.013679744
13	1	0.013687403
14	1	0.013695063
15	0	0.0137257
15	1	0.01373336
15	1	0.013741019
16	1	0.013756338
17	1	0.013817614
17	1	0.013825273
18	1	0.013832932
18	1	0.013840592
19	0	0.013955483
19	1	0.013963143
19	1	0.013970802
20	1	0.014009099
20	1	0.014016759
20	0	0.014024418
1	0	0.01521929
1	1	0.015226949
1	1	0.015234608
2	1	0.015242268
3	2	0.015249927
3	0	0.015257587
3	1	0.015265246
4	2	0.015272906
4	0	0.015280565
4	2	0.015288224
4	2	0.015295884
4	1	0.015303543
4	1	0.015311203
5	2	0.015372478
5	1	0.015380138
5	1	0.015387797
6	2	0.015418435
6	1	0.015426094
6	1	0.015433754
6	0	0.015441413
7	1	0.015456732
8	2	0.015464391
8	0	0.015472051
8	1	0.01547971
8	1	0.01548737
9	2	0.015495029
9	2	0.015502688
9	0	0.015510348
9	1	0.015518007
9	1	0.015525667
10	0	0.015533326
10	1	0.015540986
11	1	0.015563964
11	1	0.015571623
12	2	0.015579283
12	0	0.015586942
12	2	0.015594602
12	1	0.015602261
12	2	0.01560992
12	1	0.01561758
12	0	0.015625239
13	0	0.015694174
13	1	0.015701834
13	1	0.015709493
14	1	0.015717153
15	0	0.015763109
15	2	0.015770769
15	1	0.015778428
15	1	0.015786087
16	1	0.015832044
17	1	0.015900979
17	1	0.015908638
18	0	0.015916298
18	1	0.015923957
18	1	0.015931617
19	0	0.016130762
19	1	0.016138421
19	1	0.016146081
20	1	0.016184378
20	1	0.016192037
20	0	0.016199697
1	1	0.017494141
1	1	0.0175018
2	1	0.017509459
2	1	0.017517119
3	2	0.017524778
3	0	0.017532438
4	2	0.017555416
4	2	0.017563075
4	2	0.017570735
4	1	0.017578394
5	2	0.017654989
5	1	0.017662648
5	1	0.017670307
6	0	0.017685626
6	1	0.017693286
6	1	0.017700945
8	2	0.017731583
8	0	0.017739242
8	1	0.017746902
8	1	0.017754561
9	2	0.017762221
9	2	0.01776988
9	0	0.017777539
9	1	0.017785199
9	1	0.017792858
10	2	0.017800518
10	0	0.017808177
10	1	0.017815837
10	1	0.017823496
11	1	0.017861793
11	1	0.017869453
12	0	0.017877112
12	1	0.017884772
13	0	0.017938388
13	1	0.017946047
13	1	0.017953706
14	1	0.017961366
15	2	0.017999663
15	0	0.018007322
15	0	0.018014982
15	1	0.018022641
15	1	0.018030301
16	1	0.018076257
17	1	0.018152852
17	1	0.018160511
18	1	0.01816817
18	1	0.01817583
19	2	0.018397953
19	0	0.018405613
19	1	0.018413272
19	1	0.018420932
20	1	0.018466888
1	0	0.019761332
1	1	0.019768992
1	1	0.019776651
2	1	0.01978431
2	1	0.01979197
3	2	0.019799629
3	2	0.019807289
3	0	0.019814948
3	1	0.019822608
3	1	0.019830267
3	0	0.019837926
4	2	0.019845586
4	2	0.019853245
4	1	0.019860905
5	2	0.019937499
5	1	0.019945158
5	1	0.019952818
6	1	0.019960477
6	0	0.019968137
7	1	0.020014093
8	2	0.020021753
8	0	0.020029412
8	1	0.020037072
8	1	0.020044731
9	2	0.020052391
9	2	0.02006005
9	0	0.020067709
9	1	0.020075369
9	1	0.020083028
10	0	0.020090688
10	2	0.020098347
10	1	0.020106007
11	1	0.020128985
11	1	0.020136644
12	1	0.020144304
12	1	0.020151963
13	0	0.02019792
13	1	0.020205579
13	1	0.020213239
14	1	0.020220898
14	1	0.020228557
15	2	0.020274514
15	1	0.020282173
15	1	0.020289833
16	1	0.020335789
16	1	0.020343449
17	1	0.020404724
17	1	0.020412384
18	1	0.020420043
18	1	0.020427703
19	2	0.020718761
19	0	0.02072642
19	1	0.02073408
19	1	0.020741739
1	0	0.022281285
1	2	0.022288944
1	1	0.022296604
1	1	0.022304263
2	1	0.022311923
3	2	0.022319582
3	2	0.022327242
3	1	0.022334901
3	1	0.02234256
4	2	0.022373198
4	0	0.022380858
4	2	0.022388517
4	2	0.022396176
4	1	0.022403836
4	1	0.022411495
5	2	0.02248809
5	1	0.022495749
5	0	0.022503408
5	1	0.022511068
6	2	0.022526387
6	1	0.022534046
6	0	0.022541706
8	0	0.02261064
8	1	0.0226183
8	1	0.022625959
9	2	0.022633619
9	2	0.022641278
9	1	0.022648938
9	1	0.022656597
10	1	0.022664256
11	1	0.022694894
11	1	0.022702554
12	1	0.022710213
12	1	0.022717873
13	0	0.02274851
13	1	0.02275617
13	1	0.022763829
14	1	0.022771489
15	1	0.022825105
15	1	0.022832764
16	1	0.022863402
16	1	0.022871061
17	2	0.022947655
17	0	0.022955315
17	1	0.022962974
17	1	0.022970634
18	0	0.022978293
18	1	0.022985953
18	1	0.022993612
19	0	0.023238714
19	1	0.023246373
19	1	0.023254033
20	1	0.023299989
20	1	0.023307649
1	2	0.024916129
1	1	0.024923789
1	1	0.024931448
2	1	0.024939108
3	2	0.024962086
3	2	0.024969745
3	0	0.024977405
3	1	0.024985064
3	1	0.024992724
4	2	0.02503868
4	0	0.02504634
4	1	0.025053999
5	2	0.025130593
5	0	0.025138253
5	1	0.025145912
5	0	0.025153572
5	1	0.025161231
6	2	0.02517655
6	1	0.025184209
8	0	0.025245485
8	1	0.025253144
9	2	0.025260804
9	2	0.025268463
9	0	0.025276122
9	1	0.025283782
9	1	0.025291441
10	2	0.025299101
10	0	0.02530676
10	0	0.02531442
10	2	0.025322079
10	1	0.025329739
10	1	0.025337398
11	1	0.025375695
11	1	0.025383355
12	1	0.025391014
12	2	0.025398673
13	0	0.025436971
13	1	0.02544463
13	1	0.025452289
15	0	0.025490587
15	1	0.025498246
15	1	0.025505905
16	1	0.025536543
17	2	0.025605478
17	0	0.025613137
17	1	0.025620797
17	1	0.025628456
18	1	0.025636116
18	1	0.025643775
19	0	0.025927174
19	1	0.025934834
19	1	0.025942493
20	1	0.02598845
20	1	0.025996109
20	0	0.026003768
1	2	0.027681184
1	2	0.027688843
1	1	0.027696503
1	1	0.027704162
2	1	0.027711822
3	2	0.02772714
3	2	0.0277348
3	1	0.027742459
3	1	0.027750119
4	2	0.027811394
4	2	0.027819054
4	2	0.027826713
4	1	0.027834372
4	1	0.027842032
5	2	0.027903307
5	1	0.027910967
5	0	0.027918626
5	1	0.027926286
6	1	0.027941604
6	1	0.027949264
6	0	0.027956923
7	1	0.028025858
8	2	0.028033518
8	0	0.028041177
8	1	0.028048837
9	2	0.028056496
9	2	0.028064155
9	1	0.028071815
9	1	0.028079474
10	2	0.028087134
10	0	0.028094793
10	0	0.028102453
10	2	0.028110112
10	1	0.028117771
10	1	0.028125431
11	1	0.028163728
11	1	0.028171387
12	1	0.028179047
12	0	0.028186706
13	0	0.028232663
13	1	0.028240322
13	1	0.028247982
14	1	0.028255641
14	1	0.028263301
15	1	0.028301598
15	1	0.028309257
16	1	0.028362873
16	1	0.028370533
17	2	0.028447127
17	0	0.028454786
17	2	0.028462446
17	1	0.028470105
17	1	0.028477765
18	1	0.028485424
18	1	0.028493084
19	0	0.02881478
19	1	0.028822439
19	1	0.028830099
20	1	0.028876055
1	2	0.030622405
1	1	0.030630065
1	1	0.030637724
2	1	0.030645384
2	1	0.030653043
3	2	0.030668362
3	1	0.030676021
4	2	0.030752616
4	0	0.030760275
4	2	0.030767935
4	2	0.030775594
4	1	0.030783253
4	1	0.030790913
5	2	0.030852188
5	1	0.030859848
5	0	0.030867507
5	1	0.030875167
6	2	0.030890485
6	1	0.030898145
6	1	0.030905804
8	2	0.03095942
8	0	0.03096708
8	1	0.030974739
8	1	0.030982399
9	2	0.030990058
9	2	0.030997717
9	1	0.031005377
9	1	0.031013036
10	2	0.031020696
10	0	0.031028355
10	2	0.031036015
10	1	0.031043674
10	1	0.031051334
11	1	0.03110495
11	1	0.031112609
12	1	0.031120268
12	2	0.031127928
13	0	0.031204522
13	1	0.031212182
13	1	0.031219841
14	1	0.0312275
14	1	0.03123516
15	0	0.031281116
15	2	0.031288776
15	1	0.031296435
15	1	0.031304095
16	1	0.03136537
16	1	0.03137303
17	2	0.031449624
17	0	0.031457283
17	2	0.031464943
17	1	0.031472602
17	1	0.031480262
18	2	0.031487921
18	1	0.031495581
18	1	0.03150324
19	0	0.031794298
19	1	0.031801958
19	1	0.031809617
1	2	0.033594265
1	1	0.033601924
1	1	0.033609583
2	1	0.033617243
3	2	0.033647881
3	2	0.03365554
3	1	0.033663199
3	0	0.033670859
4	2	0.033747453
4	2	0.033755113
4	2	0.033762772
4	1	0.033770432
4	1	0.033778091
5	2	0.033839366
5	1	0.033847026
5	0	0.033854685
5	1	0.033862345
6	2	0.033877664
6	1	0.033885323
6	1	0.033892982
7	1	0.033969577
8	2	0.033977236
8	0	0.033984896
8	1	0.033992555
8	1	0.034000214
9	2	0.034007874
9	2	0.034015533
9	1	0.034023193
9	1	0.034030852
10	2	0.034038512
10	0	0.034046171
10	2	0.03405383
10	1	0.03406149
11	1	0.034099787
11	1	0.034107446
12	2	0.034122765
12	2	0.034130425
12	1	0.034138084
12	2	0.034145744
12	1	0.034153403
13	0	0.034229997
13	1	0.034237657
14	1	0.034245316
14	1	0.034252976
15	0	0.034291273
15	2	0.034298932
15	1	0.034306592
15	1	0.034314251
16	1	0.034367867
17	2	0.034436802
17	0	0.034444461
17	2	0.034452121
17	1	0.03445978
17	1	0.03446744
18	1	0.034475099
18	1	0.034482759
19	0	0.034804455
19	1	0.034812114
19	1	0.034819774
20	1	0.034881049
1	2	0.036681015
1	1	0.036688675
1	1	0.036696334
2	1	0.036703994
2	1	0.036711653
3	2	0.03674995
3	2	0.03675761
3	0	0.036765269
3	1	0.036772929
4	2	0.036849523
4	2	0.036857182
4	2	0.036864842
4	2	0.036872501
4	1	0.036880161
4	1	0.03688782
5	2	0.036956755
5	0	0.036964414
5	1	0.036972074
5	0	0.036979733
5	1	0.036987393
6	1	0.037079306
6	1	0.037086965
7	1	0.0371559
8	2	0.037163559
8	0	0.037171219
8	1	0.037178878
8	1	0.037186538
9	2	0.037194197
9	2	0.037201857
9	1	0.037209516
9	1	0.037217176
10	2	0.037224835
10	0	0.037232494
10	0	0.037240154
10	2	0.037247813
10	1	0.037255473
11	1	0.037316748
11	1	0.037324408
12	1	0.037355045
13	0	0.037446958
13	1	0.037454618
13	1	0.037462277
14	1	0.037469937
15	0	0.037523553
15	1	0.037531212
15	1	0.037538872
16	1	0.037615466
17	2	0.03769972
17	0	0.037707379
17	2	0.037715039
17	1	0.037722698
17	1	0.037730357
18	1	0.037738017
18	1	0.037745676
19	0	0.038052053
19	1	0.038059713
19	0	0.038067372
20	2	0.038128648
20	1	0.038136307
1	2	0.040028187
1	1	0.040035846
1	1	0.040043506
2	1	0.040051165
3	1	0.040097122
4	2	0.040181375
4	2	0.040189035
4	2	0.040196694
4	1	0.040204354
4	1	0.040212013
5	2	0.040288607
5	1	0.040296267
5	0	0.040303926
6	1	0.040365202
6	0	0.040372861
7	2	0.040457115
7	1	0.040464774
8	2	0.040487753
8	0	0.040495412
8	1	0.040503071
8	1	0.040510731
9	2	0.04051839
9	2	0.04052605
9	1	0.040533709
9	1	0.040541369
10	2	0.040549028
10	1	0.040556687
11	1	0.040610303
11	1	0.040617963
12	1	0.04065626
12	2	0.040663919
13	0	0.04078647
13	1	0.04079413
13	1	0.040801789
14	1	0.040809449
15	0	0.040870724
15	1	0.040878384
15	1	0.040886043
16	1	0.040962637
17	2	0.041039232
17	2	0.041046891
17	0	0.04105455
17	2	0.04106221
17	1	0.041069869
17	1	0.041077529
18	1	0.041085188
18	1	0.041092848
19	0	0.0414605
19	1	0.04146816
19	0	0.041475819
19	1	0.041483479
20	1	0.041537095
1	2	0.04348259
1	1	0.04349025
1	1	0.043497909
2	1	0.043505568
2	1	0.043513228
3	2	0.043551525
3	2	0.043559184
3	2	0.043566844
3	1	0.043574503
3	0	0.043582163
3	1	0.043589822
4	2	0.043681735
4	2	0.043689395
4	2	0.043697054
4	1	0.043704714
5	2	0.043773648
5	1	0.043781308
5	0	0.043788967
5	1	0.043796627
6	1	0.043880881
8	2	0.043980453
8	0	0.043988113
8	1	0.043995772
8	1	0.044003431
9	2	0.044011091
9	2	0.04401875
9	1	0.04402641
9	1	0.044034069
10	2	0.044041729
10	0	0.044049388
10	2	0.044057047
10	1	0.044064707
10	1	0.044072366
11	0	0.044125982
11	1	0.044133642
11	1	0.044141301
12	1	0.044164279
12	2	0.044171939
13	2	0.04428683
13	0	0.04429449
13	1	0.044302149
13	1	0.044309809
14	1	0.044317468
14	1	0.044325128
16	1	0.044440019
16	0	0.044447678
16	1	0.044455338
17	2	0.044531932
17	0	0.044539592
17	2	0.044547251
17	1	0.04455491
17	1	0.04456257
18	2	0.044570229
18	1	0.044577889
18	1	0.044585548
19	0	0.044937882
19	2	0.044945541
19	1	0.044953201
19	0	0.04496086
19	1	0.04496852
20	1	0.045029795
20	1	0.045037455
1	2	0.046952312
1	1	0.046959972
1	1	0.046967631
2	1	0.046975291
2	1	0.04698295
3	2	0.047005928
3	2	0.047013588
3	2	0.047021247
3	1	0.047028907
3	0	0.047036566
4	2	0.047128479
4	2	0.047136139
4	2	0.047143798
4	1	0.047151458
4	1	0.047159117
5	2	0.047243371
5	1	0.04725103
5	0	0.04725869
5	1	0.047266349
6	1	0.047342943
8	2	0.047434857
8	0	0.047442516
8	1	0.047450175
9	2	0.047457835
9	2	0.047465494
9	1	0.047473154
9	1	0.047480813
10	2	0.047488473
10	0	0.047496132
10	1	0.047503791
11	1	0.047572726
11	1	0.047580386
12	1	0.047634002
12	1	0.047641661
13	2	0.047764212
13	0	0.047771872
13	1	0.047779531
13	1	0.04778719
14	1	0.04779485
14	1	0.047802509
16	1	0.047948038
17	2	0.048024633
17	0	0.048032292
17	2	0.048039952
17	1	0.048047611
17	1	0.04805527
18	0	0.04806293
18	1	0.048070589
18	1	0.048078249
19	0	0.048430583
19	1	0.048438242
19	0	0.048445901
19	1	0.048453561
20	1	0.048507177
20	1	0.048514836
1	2	0.050598202
1	1	0.050605861
1	1	0.05061352
2	1	0.05062118
3	2	0.050682455
3	2	0.050690115
3	2	0.050697774
3	1	0.050705434
3	0	0.050713093
4	2	0.050805006
4	2	0.050812666
4	2	0.050820325
4	1	0.050827984
4	1	0.050835644
5	2	0.050904579
5	1	0.050912238
5	0	0.050919898
5	1	0.050927557
6	2	0.051034789
6	1	0.051042449
6	1	0.051050108
7	1	0.051134362
7	1	0.051142021
8	2	0.051164999
8	0	0.051172659
8	1	0.051180318
8	1	0.051187978
9	2	0.051195637
9	2	0.051203297
9	1	0.051210956
9	1	0.051218615
10	0	0.051226275
10	2	0.051233934
10	1	0.051241594
11	1	0.051310529
11	1	0.051318188
12	1	0.051364145
13	2	0.051471377
13	0	0.051479036
13	1	0.051486696
13	1	0.051494355
15	0	0.051593928
15	1	0.051601587
15	1	0.051609246
16	2	0.051670522
16	1	0.051678181
16	1	0.051685841
17	2	0.051770095
17	0	0.051777754
17	2	0.051785413
17	1	0.051793073
17	1	0.051800732
18	2	0.051808392
18	1	0.051816051
18	1	0.051823711
19	0	0.052160726
19	1	0.052168385
19	0	0.052176044
19	1	0.052183704
20	1	0.052244979
20	1	0.052252639
1	2	0.054305366
1	1	0.054313026
1	1	0.054320685
2	1	0.054328344
2	1	0.054336004
3	2	0.054374301
3	2	0.054381961
3	2	0.05438962
3	1	0.054397279
4	2	0.054504511
4	2	0.054512171
4	1	0.05451983
4	1	0.05452749
5	2	0.054604084
5	1	0.054611743
5	0	0.054619403
5	1	0.054627062
6	0	0.054741954
6	1	0.054749613
6	0	0.054757273
7	1	0.054826208
8	1	0.054849186
8	1	0.054856845
9	2	0.054864505
9	2	0.054872164
9	1	0.054879824
9	1	0.054887483
10	0	0.054895142
10	1	0.054902802
10	1	0.054910461
11	1	0.054987056
11	1	0.054994715
12	1	0.055040672
12	2	0.055048331
13	2	0.055163222
13	0	0.055170882
13	1	0.055178541
13	1	0.055186201
14	1	0.05519386
14	1	0.05520152
15	0	0.055324071
15	2	0.05533173
15	1	0.055339389
16	1	0.055400665
17	2	0.055484919
17	0	0.055492578
17	2	0.055500237
17	2	0.055507897
17	1	0.055515556
17	1	0.055523216
18	1	0.055530875
18	1	0.055538535
19	0	0.055844912
19	1	0.055852571
19	0	0.055860231
19	1	0.05586789
20	1	0.055921506
1	2	0.058066147
1	1	0.058073806
1	1	0.058081466
2	1	0.058089125
2	1	0.058096785
3	2	0.05815806
3	2	0.058165719
3	2	0.058173379
3	0	0.058181038
3	2	0.058188698
3	1	0.058196357
3	1	0.058204017
3	0	0.058211676
4	2	0.058341886
4	2	0.058349546
4	2	0.058357205
4	1	0.058364865
4	1	0.058372524
5	2	0.058449118
5	1	0.058456778
5	0	0.058464437
5	1	0.058472097
6	2	0.058594648
6	1	0.058602307
6	1	0.058609966
7	2	0.05869422
7	1	0.05870188
7	1	0.058709539
8	0	0.058747836
8	1	0.058755496
9	2	0.058763155
9	2	0.058770815
9	1	0.058778474
9	0	0.058786133
9	1	0.058793793
10	0	0.058801452
10	2	0.058809112
10	1	0.058816771
10	1	0.058824431
11	1	0.058901025
11	1	0.058908684
12	1	0.0589623
12	2	0.05896996
13	2	0.059077192
13	0	0.059084851
13	1	0.059092511
13	1	0.05910017
14	1	0.059107829
14	1	0.059115489
15	2	0.059283996
15	0	0.059291656
15	2	0.059299315
15	1	0.059306975
15	1	0.059314634
16	1	0.05937591
17	2	0.059437185
17	0	0.059444844
17	2	0.059452504
17	1	0.059460163
17	1	0.059467823
18	1	0.059475482
18	1	0.059483142
18	0	0.059490801
19	0	0.059850794
19	1	0.059858454
19	0	0.059866113
19	1	0.059873773
20	1	0.059935048
20	1	0.059942707
1	2	0.062171602
1	1	0.062179261
1	1	0.062186921
2	1	0.06219458
2	1	0.06220224
3	2	0.062240537
3	2	0.062248196
3	2	0.062255856
3	1	0.062263515
4	2	0.062424363
4	2	0.062432023
4	1	0.062439682
4	1	0.062447341
5	2	0.062531595
5	1	0.062539255
5	0	0.062546914
5	1	0.062554573
6	1	0.062654146
6	1	0.062661805
7	2	0.062746059
7	1	0.062753719
8	2	0.062776697
